first_name,result,series,episode,last_name,baker_age,baker_occupation,hometown,signature_bake,show_stopper,technical
James,Runner-up,3,10,Morton,21,Medical student,"Hillswick, Shetland Islands",Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,1
James,IN,8,1,Hillery,46,Banker,"Brentwood, Essex","Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,2
James,IN,8,2,Hillery,46,Banker,"Brentwood, Essex",Rhubarb and Custard Whirls,'Coppit' Game,3
James,IN,8,3,Hillery,46,Banker,"Brentwood, Essex",Nordic Teacakes,'Owl in the Woods' Bread Sculpture,9
James,IN,8,4,Hillery,46,Banker,"Brentwood, Essex",'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,2
James,OUT,8,5,Hillery,46,Banker,"Brentwood, Essex",Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,7
Jamie,IN,10,1,NA,NA,NA,NA,NA,NA,13
Jamie,OUT,10,2,NA,NA,NA,NA,NA,NA,11
Jane,STAR BAKER,7,1,Beedle,61,Garden designer,Beckenham,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,7
Jane,IN,7,2,Beedle,61,Garden designer,Beckenham,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,2
Jane,IN,7,3,Beedle,61,Garden designer,Beckenham,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,9
Jane,IN,7,4,Beedle,61,Garden designer,Beckenham,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,3
Jane,IN,7,5,Beedle,61,Garden designer,Beckenham,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",1
Jane,IN,7,6,Beedle,61,Garden designer,Beckenham,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,4
Jane,IN,7,7,Beedle,61,Garden designer,Beckenham,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",4
Jane,IN,7,8,Beedle,61,Garden designer,Beckenham,Tudor Rose Pies,Swans,5
Jane,IN,7,9,Beedle,61,Garden designer,Beckenham,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,1
Jane,Runner-up,7,10,Beedle,61,Garden designer,Beckenham,"Red, White and Blue Meringue Crown",Family Favourites Feast,3
Janet,IN,2,1,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles,8
Janet,IN,2,2,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts,8
Janet,IN,2,3,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,8
Janet,IN,2,4,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",4
Janet,STAR BAKER,2,5,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Chicken and Chestnut Pie,Rhubarb Meringue Pie,1
Janet,IN,2,6,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,5
Janet,OUT,2,7,Basu,63,Teacher of Modern Languages,"Formby, Liverpool",Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,4
Jasminder,IN,1,1,Randhawa,45,Assistant Credit Control Manager,Birmingham,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA
Jasminder,IN,1,2,Randhawa,45,Assistant Credit Control Manager,Birmingham,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,2
Jasminder,IN,1,3,Randhawa,45,Assistant Credit Control Manager,Birmingham,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",5
Jasminder,IN,1,4,Randhawa,45,Assistant Credit Control Manager,Birmingham,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",2
Jasminder,OUT,1,5,Randhawa,45,Assistant Credit Control Manager,Birmingham,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",4
Jason,IN,2,1,White,19,Civil Engineering Student,Croydon,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN,6
Jason,STAR BAKER,2,2,White,19,Civil Engineering Student,Croydon,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts,3
Jason,IN,2,3,White,19,Civil Engineering Student,Croydon,Cheese and Onion Tear and Share Loaf,UNKNOWN,7
Jason,STAR BAKER,2,4,White,19,Civil Engineering Student,Croydon,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",1
Jason,OUT,2,5,White,19,Civil Engineering Student,Croydon,Brown Down Chicken Pie,Plum Meringue Pie,7
Joanne,IN,2,1,NA,NA,NA,NA,NA,NA,11
Joanne,IN,2,2,NA,NA,NA,NA,NA,NA,10
Joanne,IN,2,3,NA,NA,NA,NA,NA,NA,1
Joanne,IN,2,4,NA,NA,NA,NA,NA,NA,8
Joanne,IN,2,5,NA,NA,NA,NA,NA,NA,6
Joanne,STAR BAKER,2,6,NA,NA,NA,NA,NA,NA,1
Joanne,IN,2,7,NA,NA,NA,NA,NA,NA,3
Joanne,WINNER,2,8,NA,NA,NA,NA,NA,NA,1
John,IN,3,1,Whaite,22,Law student,Wigan,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,11
John,STAR BAKER,3,2,Whaite,22,Law student,Wigan,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",1
John,IN,3,3,Whaite,22,Law student,Wigan,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",6
John,IN,3,4,Whaite,22,Law student,Wigan,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,6
John,IN,3,5,Whaite,22,Law student,Wigan,Venison and Haggis Wellington,Star-Spangled Pecan Pie,2
John,IN,3,6,Whaite,22,Law student,Wigan,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,5
John,IN,3,7,Whaite,22,Law student,Wigan,Cherry and Almond Saffron Buns,Marzipan Stollen,3
John,IN,3,8,Whaite,22,Law student,Wigan,Asian Spice Crackers,Gingerbread Roman Coliseum,3
John,IN,3,9,Whaite,22,Law student,Wigan,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,2
John,WINNER,3,10,Whaite,22,Law student,Wigan,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,2
Jon,IN,9,1,NA,NA,NA,NA,NA,NA,5
Jon,IN,9,2,NA,NA,NA,NA,NA,NA,1
Jon,IN,9,3,NA,NA,NA,NA,NA,NA,2
Jon,IN,9,4,NA,NA,NA,NA,NA,NA,3
Jon,IN,9,5,NA,NA,NA,NA,NA,NA,7
Jon,IN,9,6,NA,NA,NA,NA,NA,NA,2
Jon,OUT,9,7,NA,NA,NA,NA,NA,NA,4
Jonathan,IN,1,1,Shepherd,25,Research Analyst,St Albans,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,9
Jonathan,IN,1,2,Shepherd,25,Research Analyst,St Albans,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,1
Jonathan,OUT,1,3,Shepherd,25,Research Analyst,St Albans,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",6
Jordan,IN,5,1,Cox,32,IT Manager,"Sneinton, Nottingham",Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,12
Jordan,IN,5,2,Cox,32,IT Manager,"Sneinton, Nottingham","Sourdough, Parmesan and Chilli Biscuits",Monster Attack,6
Jordan,OUT,5,3,Cox,32,IT Manager,"Sneinton, Nottingham",Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,10
Julia,IN,8,1,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Courgette and Lemon Cake,'Russian Doll' Cake,3
Julia,IN,8,2,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,4
Julia,STAR BAKER,8,3,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,2
Julia,IN,8,4,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,9
Julia,IN,8,5,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,3
Julia,OUT,8,6,Chernogorova,21,Aviation Broker,"Crawley, West Sussex",'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,7
Karen,IN,9,1,NA,NA,NA,NA,NA,NA,6
Karen,IN,9,2,NA,NA,NA,NA,NA,NA,11
Karen,IN,9,3,NA,NA,NA,NA,NA,NA,5
Karen,IN,9,4,NA,NA,NA,NA,NA,NA,7
Karen,OUT,9,5,NA,NA,NA,NA,NA,NA,9
Kate,IN,5,1,Henry,41,Furniture Restorer,"Brighton, East Sussex",Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,6
Kate,IN,5,2,Henry,41,Furniture Restorer,"Brighton, East Sussex",Parmesan and Apple Biscuits,Tea Time,4
Kate,IN,5,3,Henry,41,Furniture Restorer,"Brighton, East Sussex",Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",1
Kate,IN,5,4,Henry,41,Furniture Restorer,"Brighton, East Sussex",Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",7
Kate,STAR BAKER,5,5,Henry,41,Furniture Restorer,"Brighton, East Sussex",Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",3
Kate,IN,5,6,Henry,41,Furniture Restorer,"Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,6
Kate,OUT,5,7,Henry,41,Furniture Restorer,"Brighton, East Sussex",Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,4
Kate,IN,7,1,Barmby,37,Nurse,"Brooke, Norfolk",Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,4
Kate,IN,7,2,Barmby,37,Nurse,"Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best""",1
Kate,IN,7,3,Barmby,37,Nurse,"Brooke, Norfolk",Cobbled Loaf,The Corn Maiden,8
Kate,OUT,7,4,Barmby,37,Nurse,"Brooke, Norfolk",Christmas Dinner Compromise,Hot Cross Bunny Churros,7
Kate,IN,8,1,Lyon,29,Health and safety inspector,Merseyside,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,1
Kate,IN,8,2,Lyon,29,Health and safety inspector,Merseyside,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,8
Kate,IN,8,3,Lyon,29,Health and safety inspector,Merseyside,Blueberry Buns,'Kraken' Bread Sculpture,10
Kate,STAR BAKER,8,4,Lyon,29,Health and safety inspector,Merseyside,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,6
Kate,IN,8,5,Lyon,29,Health and safety inspector,Merseyside,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,8
Kate,IN,8,6,Lyon,29,Health and safety inspector,Merseyside,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,5
Kate,IN,8,7,Lyon,29,Health and safety inspector,Merseyside,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,6
Kate,IN,8,8,Lyon,29,Health and safety inspector,Merseyside,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,2
Kate,IN,8,9,Lyon,29,Health and safety inspector,Merseyside,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,4
Kate,Runner-up,8,10,Lyon,29,Health and safety inspector,Merseyside,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",3
Keith,OUT,2,1,Batsford,31,House husband,"Arlesey, Bedfordshire",Earl Grey Cupcakes,Chocolate and Sour Cream Cake,12
Kim-Joy,IN,9,1,NA,NA,NA,NA,NA,NA,10
Kim-Joy,IN,9,2,NA,NA,NA,NA,NA,NA,4
Kim-Joy,IN,9,3,NA,NA,NA,NA,NA,NA,10
Kim-Joy,IN,9,4,NA,NA,NA,NA,NA,NA,6
Kim-Joy,STAR BAKER,9,5,NA,NA,NA,NA,NA,NA,4
Kim-Joy,IN,9,6,NA,NA,NA,NA,NA,NA,5
Kim-Joy,STAR BAKER,9,7,NA,NA,NA,NA,NA,NA,6
Kim-Joy,IN,9,8,NA,NA,NA,NA,NA,NA,2
Kim-Joy,IN,9,9,NA,NA,NA,NA,NA,NA,2
Kim-Joy,Runner-up,9,10,NA,NA,NA,NA,NA,NA,1
Kimberley,IN,4,1,Wilson,30,Psychologist,London,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",10
Kimberley,IN,4,2,Wilson,30,Psychologist,London,Nigella Seed and Parmesan Breadsticks,Peace Bread,1
Kimberley,IN,4,3,Wilson,30,Psychologist,London,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,6
Kimberley,STAR BAKER,4,4,Wilson,30,Psychologist,London,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",4
Kimberley,IN,4,5,Wilson,30,Psychologist,London,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,7
Kimberley,IN,4,6,Wilson,30,Psychologist,London,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,3
Kimberley,IN,4,7,Wilson,30,Psychologist,London,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",4
Kimberley,IN,4,8,Wilson,30,Psychologist,London,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,2
Kimberley,STAR BAKER,4,9,Wilson,30,Psychologist,London,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,1
Kimberley,Runner-up,4,10,Wilson,30,Psychologist,London,Chicken and Pig Pie,Languages of Love Wedding Cake,1
Lea,OUT,1,1,Harris,51,Retired,"Midlothian, Scotland",Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,10
Lee,OUT,7,1,Banfield,67,Pastor,Bolton,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,11
Liam,IN,8,1,Charles,19,Student,North London,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,8
Liam,IN,8,2,Charles,19,Student,North London,Coffee Malted Pecan Shorties,'Classroom Classics' Game,7
Liam,IN,8,3,Charles,19,Student,North London,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,5
Liam,IN,8,4,Charles,19,Student,North London,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,3
Liam,IN,8,5,Charles,19,Student,North London,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,2
Liam,STAR BAKER,8,6,Charles,19,Student,North London,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,4
Liam,IN,8,7,Charles,19,Student,North London,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,2
Liam,OUT,8,8,Charles,19,Student,North London,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,5
Louise,IN,1,1,Brimelow,44,Police Officer,Manchester,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA
Louise,OUT,1,2,Brimelow,44,Police Officer,Manchester,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",4
Louise,IN,7,1,Williams,46,Hairdresser,Cardiff,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,9
Louise,OUT,7,2,Williams,46,Hairdresser,Cardiff,Baa Bara Brith Biscuits,Gingerbread Wedding,10
Lucy,IN,4,1,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",Timperley Early Cake,Thyme 'Wildwood' Cake,2
Lucy,OUT,4,2,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",Grissini with Salt,Roast Tomato Bread,12
Luis,IN,5,1,Troyano,42,Graphic Designer,"Poynton, Cheshire",Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,7
Luis,IN,5,2,Troyano,42,Graphic Designer,"Poynton, Cheshire",Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,3
Luis,STAR BAKER,5,3,Troyano,42,Graphic Designer,"Poynton, Cheshire",Opposites Attract Rolls,Roscón de Reyes,2
Luis,IN,5,4,Troyano,42,Graphic Designer,"Poynton, Cheshire",Pears in Puddings,Bakewell Alaska,2
Luis,IN,5,5,Troyano,42,Graphic Designer,"Poynton, Cheshire",Tropical Manchester Tart,Four Fruity Seasons Tower,6
Luis,IN,5,6,Troyano,42,Graphic Designer,"Poynton, Cheshire",Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,3
Luis,IN,5,7,Troyano,42,Graphic Designer,"Poynton, Cheshire",Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",5
Luis,IN,5,8,Troyano,42,Graphic Designer,"Poynton, Cheshire",Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",2
Luis,IN,5,9,Troyano,42,Graphic Designer,"Poynton, Cheshire",Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",1
Luis,Runner-up,5,10,Troyano,42,Graphic Designer,"Poynton, Cheshire","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,2
Luke,IN,9,1,NA,NA,NA,NA,NA,NA,8
Luke,OUT,9,2,NA,NA,NA,NA,NA,NA,7
Manisha,IN,3,1,Parmar,27,Nursery nurse,Leicester,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,6
Manisha,IN,3,2,Parmar,27,Nursery nurse,Leicester,Indian FlatbreadsItalian Flatbreads,UNKNOWN,6
Manisha,IN,3,3,Parmar,27,Nursery nurse,Leicester,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,10
Manisha,IN,3,4,Parmar,27,Nursery nurse,Leicester,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,9
Manisha,OUT,3,5,Parmar,27,Nursery nurse,Leicester,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,5
Manon,STAR BAKER,9,1,NA,NA,NA,NA,NA,NA,3
Manon,IN,9,2,NA,NA,NA,NA,NA,NA,6
Manon,IN,9,3,NA,NA,NA,NA,NA,NA,3
Manon,IN,9,4,NA,NA,NA,NA,NA,NA,8
Manon,IN,9,5,NA,NA,NA,NA,NA,NA,5
Manon,IN,9,6,NA,NA,NA,NA,NA,NA,4
Manon,IN,9,7,NA,NA,NA,NA,NA,NA,2
Manon,OUT,9,8,NA,NA,NA,NA,NA,NA,4
Marie,STAR BAKER,6,1,Campbell,66,Retired,"Auchterarder, Perthshire",Zingy Citrus Madeira Cake,A Walk in the Black Forest,3
Marie,OUT,6,2,Campbell,66,Retired,"Auchterarder, Perthshire",Biscotti Italiano,Russian Box,11
Mark,OUT,1,1,Whithers,48,Bus Driver,South Wales,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA
Mark,IN,4,1,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,Lemon and Poppy Seed Cake,Chocolate Monster,5
Mark,IN,4,2,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,6
Mark,OUT,4,3,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,11
Martha,IN,5,1,Collison,17,Student,"Ascot, Berkshire",Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,2
Martha,IN,5,2,Collison,17,Student,"Ascot, Berkshire",Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,5
Martha,IN,5,3,Collison,17,Student,"Ascot, Berkshire",Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,3
Martha,IN,5,4,Collison,17,Student,"Ascot, Berkshire",Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,1
Martha,IN,5,5,Collison,17,Student,"Ascot, Berkshire","Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,1
Martha,IN,5,6,Collison,17,Student,"Ascot, Berkshire",Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,4
Martha,IN,5,7,Collison,17,Student,"Ascot, Berkshire",Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,3
Martha,OUT,5,8,Collison,17,Student,"Ascot, Berkshire",Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,5
Mary-Anne,IN,2,1,Boermans,45,Housewife,"Kidderminster, Worcestershire",Banoffee Cupcakes,Chocolate and Raspberry Opera cake,4
Mary-Anne,IN,2,2,Boermans,45,Housewife,"Kidderminster, Worcestershire","Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,9
Mary-Anne,IN,2,3,Boermans,45,Housewife,"Kidderminster, Worcestershire",Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,5
Mary-Anne,IN,2,4,Boermans,45,Housewife,"Kidderminster, Worcestershire",Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,2
Mary-Anne,IN,2,5,Boermans,45,Housewife,"Kidderminster, Worcestershire",Chicken and Bacon Pie,Midnight Meringue,2
Mary-Anne,IN,2,6,Boermans,45,Housewife,"Kidderminster, Worcestershire",Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,4
Mary-Anne,IN,2,7,Boermans,45,Housewife,"Kidderminster, Worcestershire",Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,2
Mary-Anne,Runner-up,2,8,Boermans,45,Housewife,"Kidderminster, Worcestershire",Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,3
Mat,IN,6,1,Riley,37,Fire fighter,London,Gin and Tonic Madeira Cake,Black Forest Gateau,7
Mat,IN,6,2,Riley,37,Fire fighter,London,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,5
Mat,IN,6,3,Riley,37,Fire fighter,London,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,8
Mat,IN,6,4,Riley,37,Fire fighter,London,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,7
Mat,IN,6,5,Riley,37,Fire fighter,London,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,4
Mat,STAR BAKER,6,6,Riley,37,Fire fighter,London,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,1
Mat,OUT,6,7,Riley,37,Fire fighter,London,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,6
Michael,IN,7,1,Georgiou,20,Student,Durham,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,3
Michael,IN,7,2,Georgiou,20,Student,Durham,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,9
Michael,OUT,7,3,Georgiou,20,Student,Durham,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,7
Michael,IN,10,1,NA,NA,NA,NA,NA,NA,11
Michael,IN,10,2,NA,NA,NA,NA,NA,NA,4
Michael,STAR BAKER,10,3,NA,NA,NA,NA,NA,NA,6
Michael,IN,10,4,NA,NA,NA,NA,NA,NA,7
Michael,IN,10,5,NA,NA,NA,NA,NA,NA,8
Michael,IN,10,6,NA,NA,NA,NA,NA,NA,6
Michael,OUT,10,7,NA,NA,NA,NA,NA,NA,5
Michelle,STAR BAKER,10,1,NA,NA,NA,NA,NA,NA,6
Michelle,IN,10,2,NA,NA,NA,NA,NA,NA,8
Michelle,IN,10,3,NA,NA,NA,NA,NA,NA,5
Michelle,IN,10,4,NA,NA,NA,NA,NA,NA,5
Michelle,OUT,10,5,NA,NA,NA,NA,NA,NA,7
Miranda,IN,1,1,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex","Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,8
Miranda,IN,1,2,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,3
Miranda,IN,1,3,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns",3
Miranda,IN,1,4,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",1
Miranda,IN,1,5,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex","Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",1
Miranda,Runner-up,1,6,Browne,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Lemon Cupcake,Eliminated after signature,NA
Nadiya,IN,6,1,Hussain,30,Full-time mother,Leeds / Luton,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,12
